[2024-11-08 22:14:59] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-08 22:14:59] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-08 22:14:59] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-08 22:15:01] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-08 22:15:01] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-08 22:15:01] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-08 22:15:01] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\local-equitus-ai/wp-content/uploads\simply-static\temp-files/simply-static-1-1731104099\
[2024-11-08 22:15:01] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/local-equitus-ai/
[2024-11-08 22:15:01] [class-ss-setup-task.php:116] File C:\xampp\htdocs\local-equitus-ai/robots.txt exists; adding to queue as: C:/xampp/htdocs/local-equitus-ai/robots.txt
[2024-11-08 22:15:01] [class-rank-math-integration.php:114] Adding sitemap URL to queue: http://localhost/local-equitus-ai/sitemap_index.xml
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/progress.985f012a6336ab21cb44.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/responsive-bar.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/responsive-bar.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/styleguide-app-initiator.min.js.LICENSE.txt
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/styleguide.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/styleguide.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/tabs.520bc2ed4560c561029e.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/tabs.c2af5be7f9cb3cdcf3d5.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/text-editor.2c35aafbe5bf0e127950.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/text-editor.2f2f7e0ea1e16387a004.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/text-path.39fb59e43970222f5a3e.bundle.min.js.LICENSE.txt
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/text-path.a20877e832db83423958.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/toggle.31881477c45ff5cf9d4d.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/toggle.d79746a764407a0828ee.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/video.78c625e89ab767d621c5.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/video.817bd6a65a1542503aac.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/web-cli.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/web-cli.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/web-cli.min.js.LICENSE.txt
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/webpack.runtime.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/wp-audio.75f0ced143febb8cd31a.bundle.min.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/js/wp-audio.b8efdc046bc9df72a075.bundle.js
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/announcement.png
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Canvas.svg
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Blank_Preview.jpg
[2024-11-08 22:25:58] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Account.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Hello.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Illustration_Setup.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/onboarding/Library.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/archive.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/error-404.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/footer.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/header.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/product.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/products.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/search-results.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/single-page.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/blur.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/contrast.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/information.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/logo-platform.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/no-search-results.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/placeholder.png
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/images/unlock-sticky.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/arrow-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/arrow.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/book-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/book.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/clouds-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/clouds.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/triangle-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/triangle.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/wave-brush.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/waves-negative.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/waves-pattern.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/waves.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/shapes/zigzag.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/blob.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/circle.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/flower.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/hexagon.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/sketch.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/mask-shapes/triangle.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/arc.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/circle.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/line.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/oval.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/spiral.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/svg-paths/wave.svg
[2024-11-08 22:25:59] [class-elementor-integration.php:219] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor/assets/data/responsive-widgets.json
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/dom-to-image/js/dom-to-image.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/brands.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/duotone.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/light.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/regular.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/font-awesome-pro/solid.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/html2canvas/js/html2canvas.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/instant-page/instant-page.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/lottie/lottie.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/36c2990924ec9596ffad.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/admin.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/admin.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/ajax-pagination.2090b5f4906bcda1dcc2.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/ajax-pagination.2390838f542f1a8d5ed4.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/animated-headline.3eca5f2deb261b97d554.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/animated-headline.73c41dd605898fe2d075.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/app.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/app.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/archive-posts.16a93245d08246e5e540.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/archive-posts.6e398ddd4a81a78bcea3.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/cafdcd40a3ed0f7a7a4a.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/carousel.298f1fc9c115422aad0e.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/carousel.3620fca501cb18163600.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/code-highlight.d4867c919d0858f748df.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/code-highlight.d86022c8668c4b072592.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.83d4216a4d1a44095e5c.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/contact-buttons-var-10.fc383e580d728636b0fa.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/contact-buttons.5398b922eb2a8fb72fd3.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/contact-buttons.b9e4576d72aaeeaa8e80.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/countdown.0e9e688751d29d07a8d3.bundle.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/countdown.6e87ca40d36793d92aea.bundle.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/custom-code.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/custom-code.min.js
[2024-11-08 22:26:00] [class-elementor-pro-integration.php:66] Adding elementor bundle asset to queue: http://localhost/local-equitus-ai/wp-content/plugins/elementor-pro/assets/js/d241154d3774d66da9eb.bundle.min.js
